Well,Run,Voltage,Cal 1,Cal2,Cal3
D5,34,0.433553,7.17E-07,6.93E-07,7.29E-07
D5,35,0.433553,7.16E-07,6.91E-07,7.27E-07
D5,36,0.428717,7.16E-07,6.90E-07,7.27E-07
D5,37,0.433553,7.16E-07,6.89E-07,7.26E-07
D5,38,0.428717,7.14E-07,6.88E-07,7.25E-07
D5,39,0.433553,7.13E-07,6.88E-07,7.23E-07
D5,40,0.433553,7.14E-07,6.86E-07,7.23E-07
D5,41,0.419047,3.97E-07,3.55E-07,4.86E-07
D6,1,0.380366,3.25E-06,3.14E-06,3.30E-06
D6,2,0.390036,3.27E-06,3.26E-06,3.19E-06
D6,3,0.390036,3.25E-06,3.28E-06,3.20E-06
D6,4,0.394871,3.23E-06,3.29E-06,3.18E-06
D6,5,0.394871,3.22E-06,3.28E-06,3.17E-06
D6,6,0.399706,3.21E-06,3.27E-06,3.15E-06
D6,7,0.399706,3.21E-06,3.27E-06,3.14E-06
D6,8,0.399706,3.20E-06,3.26E-06,3.13E-06
D6,9,0.404542,3.19E-06,3.25E-06,3.12E-06
D6,10,0.404542,3.18E-06,3.25E-06,3.11E-06
D6,11,0.409377,1.81E-06,1.83E-06,1.80E-06
D6,12,0.409377,1.80E-06,1.81E-06,1.78E-06
D6,13,0.409377,1.79E-06,1.81E-06,1.77E-06
D6,14,0.414212,1.79E-06,1.81E-06,1.77E-06
D6,15,0.414212,1.78E-06,1.80E-06,1.77E-06
D6,16,0.414212,1.78E-06,1.80E-06,1.76E-06
D6,17,0.414212,1.78E-06,1.80E-06,1.76E-06
D6,18,0.414212,1.77E-06,1.80E-06,1.75E-06
D6,19,0.414212,1.77E-06,1.79E-06,1.75E-06
D6,20,0.419047,1.77E-06,1.79E-06,1.74E-06
D6,21,0.419047,1.09E-06,1.07E-06,1.09E-06
D6,22,0.423882,1.07E-06,1.06E-06,1.07E-06
D6,23,0.419047,1.07E-06,1.06E-06,1.07E-06
D6,24,0.419047,1.07E-06,1.05E-06,1.07E-06
D6,25,0.419047,1.06E-06,1.05E-06,1.06E-06
D6,26,0.423882,1.06E-06,1.05E-06,1.06E-06
D6,27,0.423882,1.06E-06,1.05E-06,1.06E-06
D6,28,0.423882,1.06E-06,1.05E-06,1.06E-06
D6,29,0.423882,1.06E-06,1.05E-06,1.06E-06
D6,30,0.423882,1.06E-06,1.04E-06,1.05E-06
D6,31,0.433553,7.22E-07,7.04E-07,7.50E-07
D6,32,0.433553,7.07E-07,6.91E-07,7.32E-07
D6,33,0.423882,7.02E-07,6.88E-07,7.27E-07
D6,34,0.433553,7.02E-07,6.86E-07,7.23E-07
D6,35,0.438388,7.00E-07,6.84E-07,7.23E-07
D6,36,0.428717,6.99E-07,6.84E-07,7.20E-07
D6,37,0.433553,6.98E-07,6.82E-07,7.21E-07
D6,38,0.428717,6.98E-07,6.81E-07,7.20E-07
D6,39,0.433553,6.97E-07,6.79E-07,7.19E-07
D6,40,0.428717,6.97E-07,6.79E-07,7.18E-07
D6,41,0.375531,3.67E-07,3.64E-07,4.54E-07
D7,1,0.36586,3.33E-06,3.64E-06,3.34E-06
D7,2,0.370695,3.32E-06,3.26E-06,3.19E-06
D7,3,0.375531,3.30E-06,3.30E-06,3.21E-06
D7,4,0.380366,3.28E-06,3.30E-06,3.21E-06
D7,5,0.380366,3.27E-06,3.30E-06,3.21E-06
D7,6,0.385201,3.26E-06,3.30E-06,3.21E-06
D7,7,0.385201,3.25E-06,3.29E-06,3.20E-06
D7,8,0.385201,3.24E-06,3.28E-06,3.20E-06
D7,9,0.390036,3.23E-06,3.27E-06,3.19E-06
D7,10,0.390036,3.23E-06,3.27E-06,3.19E-06
D7,11,0.390036,1.82E-06,1.82E-06,1.85E-06
D7,12,0.394871,1.80E-06,1.80E-06,1.83E-06
D7,13,0.394871,1.80E-06,1.80E-06,1.83E-06
D7,14,0.394871,1.79E-06,1.80E-06,1.82E-06
D7,15,0.399706,1.79E-06,1.79E-06,1.82E-06
D7,16,0.399706,1.79E-06,1.79E-06,1.81E-06
D7,17,0.399706,1.78E-06,1.79E-06,1.81E-06
D7,18,0.399706,1.78E-06,1.78E-06,1.80E-06
D7,19,0.399706,1.78E-06,1.78E-06,1.80E-06
D7,20,0.399706,1.78E-06,1.78E-06,1.79E-06
D7,21,0.404542,1.09E-06,1.08E-06,1.16E-06
D7,22,0.404542,1.07E-06,1.07E-06,1.14E-06
D7,23,0.404542,1.07E-06,1.06E-06,1.13E-06
D7,24,0.404542,1.07E-06,1.06E-06,1.13E-06
D7,25,0.404542,1.06E-06,1.06E-06,1.13E-06
D7,26,0.404542,1.06E-06,1.05E-06,1.12E-06
D7,27,0.404542,1.06E-06,1.05E-06,1.12E-06
D7,28,0.409377,1.06E-06,1.05E-06,1.11E-06
D7,29,0.404542,1.06E-06,1.05E-06,1.11E-06
D7,30,0.404542,1.06E-06,1.05E-06,1.11E-06
D7,31,0.409377,7.28E-07,7.19E-07,8.00E-07
D7,32,0.409377,7.12E-07,7.05E-07,7.83E-07
D7,33,0.419047,7.09E-07,7.01E-07,7.77E-07
D7,34,0.414212,7.08E-07,7.00E-07,7.74E-07
D7,35,0.414212,7.06E-07,6.98E-07,7.72E-07
D7,36,0.414212,7.06E-07,6.97E-07,7.73E-07
D7,37,0.414212,7.06E-07,6.95E-07,7.69E-07
D7,38,0.419047,7.03E-07,6.94E-07,7.67E-07
D7,39,0.419047,7.03E-07,6.92E-07,7.65E-07
D7,40,0.414212,7.04E-07,6.92E-07,7.63E-07
D7,41,0.414212,3.99E-07,3.62E-07,4.77E-07
D8,1,0.370695,3.25E-06,5.32E-06,3.75E-06
D8,2,0.375531,3.27E-06,3.13E-06,3.24E-06
D8,3,0.375531,3.25E-06,3.23E-06,3.24E-06
D8,4,0.380366,3.23E-06,3.26E-06,3.22E-06
D8,5,0.385201,3.21E-06,3.26E-06,3.20E-06
D8,6,0.385201,3.20E-06,3.25E-06,3.18E-06
D8,7,0.385201,3.19E-06,3.25E-06,3.17E-06
D8,8,0.385201,3.18E-06,3.24E-06,3.16E-06
D8,9,0.390036,3.17E-06,3.23E-06,3.15E-06
D8,10,0.390036,3.17E-06,3.22E-06,3.13E-06
D8,11,0.394871,1.80E-06,1.80E-06,1.79E-06
D8,12,0.394871,1.78E-06,1.79E-06,1.77E-06
D8,13,0.399706,1.77E-06,1.78E-06,1.77E-06
D8,14,0.399706,1.77E-06,1.78E-06,1.76E-06
D8,15,0.399706,1.77E-06,1.77E-06,1.75E-06
D8,16,0.399706,1.76E-06,1.77E-06,1.75E-06
D8,17,0.399706,1.76E-06,1.76E-06,1.74E-06
D8,18,0.404542,1.75E-06,1.76E-06,1.74E-06
D8,19,0.404542,1.75E-06,1.76E-06,1.74E-06
D8,20,0.404542,1.75E-06,1.75E-06,1.73E-06
D8,21,0.404542,1.07E-06,1.07E-06,1.10E-06
D8,22,0.409377,1.06E-06,1.05E-06,1.09E-06
D8,23,0.409377,1.06E-06,1.05E-06,1.08E-06
D8,24,0.409377,1.05E-06,1.05E-06,1.08E-06
D8,25,0.409377,1.05E-06,1.05E-06,1.08E-06
D8,26,0.409377,1.05E-06,1.04E-06,1.07E-06
D8,27,0.409377,1.05E-06,1.04E-06,1.07E-06
D8,28,0.409377,1.05E-06,1.04E-06,1.07E-06
D8,29,0.414212,1.04E-06,1.03E-06,1.07E-06
D8,30,0.409377,1.04E-06,1.03E-06,1.07E-06
D8,31,0.414212,7.17E-07,7.14E-07,7.67E-07
D8,32,0.419047,7.04E-07,7.01E-07,7.48E-07
D8,33,0.419047,7.00E-07,6.97E-07,7.46E-07
D8,34,0.414212,6.97E-07,6.93E-07,7.44E-07
D8,35,0.419047,6.94E-07,6.92E-07,7.41E-07
D8,36,0.419047,6.95E-07,6.91E-07,7.39E-07
D8,37,0.419047,6.93E-07,6.89E-07,7.39E-07
D8,38,0.423882,6.92E-07,6.88E-07,7.37E-07
D8,39,0.419047,6.91E-07,6.86E-07,7.36E-07
D8,40,0.423882,6.91E-07,6.86E-07,7.37E-07
D8,41,0.375531,3.69E-07,4.15E-07,4.35E-07
D9,1,0.452893,95199624,4.09E-06,3.64E-06
D9,2,0.486739,95199624,3.34E-06,3.25E-06
D9,3,0.486739,95199624,3.38E-06,3.24E-06
D9,4,0.49641,95199624,3.38E-06,3.22E-06
D9,5,0.404542,95199624,3.38E-06,3.20E-06
D9,6,0.448058,95199624,3.37E-06,3.18E-06
D9,7,0.443223,95199624,3.37E-06,3.17E-06
D9,8,0.399706,95199624,3.35E-06,3.16E-06
D9,9,0.433553,95199624,3.35E-06,3.15E-06
D9,10,0.414212,95199568,3.34E-06,3.14E-06
D9,11,0.544761,95199624,1.86E-06,1.74E-06
D9,12,0.477069,95199624,1.84E-06,1.72E-06
D9,13,0.409377,95199624,1.84E-06,1.71E-06
D9,14,0.423882,95199568,1.84E-06,1.70E-06
D9,15,0.438388,95199624,1.83E-06,1.70E-06
D9,16,0.404542,95199624,1.83E-06,1.70E-06
D9,17,0.452893,95199568,1.83E-06,1.69E-06
D9,18,0.419047,95199624,1.83E-06,1.69E-06
D9,19,0.467399,95199624,1.82E-06,1.68E-06
D9,20,0.510915,95199624,1.82E-06,1.68E-06
D9,21,0.50608,95199568,1.10E-06,1.04E-06
D9,22,0.525421,95199624,1.09E-06,1.02E-06
D9,23,0.51575,95199624,1.08E-06,1.02E-06
D9,24,0.428717,95199568,1.08E-06,1.01E-06
D9,25,0.404542,95199568,1.08E-06,1.01E-06
D9,26,0.477069,95199624,1.08E-06,1.01E-06
D9,27,0.544761,95199624,1.08E-06,1.01E-06
D9,28,0.438388,95199624,1.08E-06,1.01E-06
D9,29,0.452893,95199624,1.08E-06,1.01E-06
D9,30,0.544761,95199624,1.07E-06,1.00E-06
D9,31,0.452893,95199624,7.29E-07,6.93E-07
D9,32,0.399706,95199568,7.15E-07,6.75E-07
D9,33,0.443223,95199568,7.14E-07,6.68E-07
D9,34,0.399706,95199568,7.09E-07,6.66E-07
D9,35,0.477069,95199568,7.09E-07,6.63E-07
D9,36,0.394871,95199624,7.08E-07,6.64E-07
D9,37,0.433553,95199568,7.06E-07,6.62E-07
D9,38,0.50608,95199568,7.06E-07,6.61E-07
D9,39,0.472234,95199624,7.05E-07,6.62E-07
D9,40,0.404542,95199624,7.05E-07,6.61E-07
D9,41,0.394871,95199624,3.60E-07,4.64E-07
E1,1,0.390036,3.12E-06,27999880,3.16E-06
E1,2,0.394871,3.10E-06,89599608,3.13E-06
E1,3,0.394871,3.08E-06,3.14E-06,3.12E-06
E1,4,0.394871,3.06E-06,3.11E-06,3.11E-06
E1,5,0.399706,3.05E-06,3.21E-06,3.10E-06
E1,6,0.399706,3.05E-06,3.22E-06,3.10E-06
E1,7,0.404542,3.04E-06,3.22E-06,3.09E-06
E1,8,0.404542,3.04E-06,3.21E-06,3.08E-06
E1,9,0.404542,3.03E-06,3.20E-06,3.07E-06
E1,10,0.404542,3.03E-06,3.20E-06,3.06E-06
E1,11,0.409377,1.72E-06,1.78E-06,1.83E-06
E1,12,0.409377,1.71E-06,1.77E-06,1.80E-06
E1,13,0.419047,1.70E-06,1.76E-06,1.79E-06
E1,14,0.414212,1.70E-06,1.76E-06,1.79E-06
E1,15,0.419047,1.70E-06,1.76E-06,1.79E-06
E1,16,0.419047,1.69E-06,1.75E-06,1.78E-06
E1,17,0.419047,1.70E-06,1.75E-06,1.78E-06
E1,18,0.419047,1.69E-06,1.74E-06,1.77E-06
E1,19,0.419047,1.69E-06,1.74E-06,1.77E-06
E1,20,0.419047,1.69E-06,1.73E-06,1.77E-06
E1,21,0.423882,1.02E-06,1.03E-06,1.15E-06
E1,22,0.423882,1.00E-06,1.02E-06,1.13E-06
E1,23,0.423882,9.97E-07,1.02E-06,1.13E-06
E1,24,0.428717,9.97E-07,1.02E-06,1.12E-06
E1,25,0.423882,9.96E-07,1.01E-06,1.12E-06
E1,26,0.423882,9.96E-07,1.01E-06,1.12E-06
E1,27,0.423882,9.93E-07,1.01E-06,1.12E-06
E1,28,0.423882,9.94E-07,1.01E-06,1.12E-06
E1,29,0.419047,9.92E-07,1.00E-06,1.11E-06
E1,30,0.433553,9.92E-07,1.00E-06,1.11E-06
E1,31,0.433553,6.75E-07,6.73E-07,8.14E-07
E1,32,0.433553,6.62E-07,6.60E-07,7.97E-07
E1,33,0.428717,6.58E-07,6.57E-07,7.92E-07
E1,34,0.433553,6.57E-07,6.53E-07,7.89E-07
E1,35,0.433553,6.59E-07,6.54E-07,7.87E-07
E1,36,0.433553,6.56E-07,6.52E-07,7.87E-07
E1,37,0.433553,6.56E-07,6.49E-07,7.84E-07
E1,38,0.433553,6.57E-07,6.48E-07,7.84E-07
E1,39,0.433553,6.55E-07,6.47E-07,7.82E-07
E1,40,0.433553,6.57E-07,6.46E-07,7.82E-07
E1,41,0.327179,3.10E-07,3.64E-07,4.86E-07
E10,1,0.390036,3.33E-06,3.22E-06,2.79E-06
E10,2,0.394871,3.31E-06,3.36E-06,2.59E-06
E10,3,0.399706,3.30E-06,3.39E-06,2.58E-06
E10,4,0.399706,3.28E-06,3.39E-06,2.57E-06
E10,5,0.399706,3.27E-06,3.39E-06,2.55E-06
E10,6,0.404542,3.27E-06,3.38E-06,2.54E-06
E10,7,0.404542,3.26E-06,3.38E-06,2.54E-06
E10,8,0.404542,3.26E-06,3.38E-06,2.53E-06
E10,9,0.404542,3.25E-06,3.37E-06,2.52E-06
E10,10,0.404542,3.24E-06,3.36E-06,2.51E-06
E10,11,0.409377,1.84E-06,1.87E-06,1.50E-06
E10,12,0.409377,1.82E-06,1.86E-06,1.49E-06
E10,13,0.409377,1.82E-06,1.85E-06,1.48E-06
E10,14,0.414212,1.81E-06,1.85E-06,1.47E-06
E10,15,0.414212,1.81E-06,1.85E-06,1.47E-06
E10,16,0.414212,1.81E-06,1.85E-06,1.47E-06
E10,17,0.414212,1.80E-06,1.85E-06,1.46E-06
E10,18,0.414212,1.80E-06,1.84E-06,1.46E-06
E10,19,0.419047,1.80E-06,1.84E-06,1.46E-06
E10,20,0.414212,1.80E-06,1.84E-06,1.46E-06
E10,21,0.419047,1.10E-06,1.11E-06,9.39E-07
E10,22,0.423882,1.09E-06,1.10E-06,9.23E-07
E10,23,0.419047,1.08E-06,1.09E-06,9.17E-07
E10,24,0.419047,1.08E-06,1.09E-06,9.15E-07
E10,25,0.423882,1.08E-06,1.09E-06,9.13E-07
E10,26,0.419047,1.08E-06,1.09E-06,9.10E-07
E10,27,0.423882,1.08E-06,1.08E-06,9.08E-07
E10,28,0.423882,1.08E-06,1.08E-06,9.07E-07
E10,29,0.419047,1.08E-06,1.08E-06,9.06E-07
E10,30,0.423882,1.08E-06,1.08E-06,9.07E-07
E10,31,0.428717,7.43E-07,7.33E-07,6.80E-07
E10,32,0.428717,7.29E-07,7.21E-07,6.63E-07
E10,33,0.428717,7.26E-07,7.15E-07,6.59E-07
E10,34,0.428717,7.24E-07,7.14E-07,6.56E-07
E10,35,0.428717,7.23E-07,7.13E-07,6.56E-07
E10,36,0.428717,7.24E-07,7.11E-07,6.55E-07
E10,37,0.428717,7.23E-07,7.09E-07,6.55E-07
E10,38,0.433553,7.22E-07,7.11E-07,6.54E-07
E10,39,0.433553,7.22E-07,7.08E-07,6.54E-07
E10,40,0.428717,7.21E-07,7.07E-07,6.53E-07
E10,41,0.254652,3.36E-07,3.32E-07,4.48E-07
E11,1,0.390036,3.37E-06,3.48E-06,3.53E-06
E11,2,0.394871,3.33E-06,3.49E-06,3.30E-06
E11,3,0.394871,3.31E-06,3.46E-06,3.33E-06
E11,4,0.399706,3.30E-06,3.44E-06,3.33E-06
E11,5,0.399706,3.29E-06,3.42E-06,3.32E-06
E11,6,0.399706,3.28E-06,3.41E-06,3.32E-06
E11,7,0.399706,3.27E-06,3.41E-06,3.31E-06
E11,8,0.404542,3.27E-06,3.40E-06,3.31E-06
E11,9,0.404542,3.27E-06,3.39E-06,3.30E-06
E11,10,0.404542,3.26E-06,3.38E-06,3.29E-06
E11,11,0.409377,1.81E-06,1.92E-06,1.93E-06
E11,12,0.404542,1.80E-06,1.90E-06,1.91E-06
E11,13,0.409377,1.79E-06,1.90E-06,1.90E-06
E11,14,0.409377,1.79E-06,1.89E-06,1.89E-06
E11,15,0.409377,1.79E-06,1.88E-06,1.89E-06
E11,16,0.409377,1.78E-06,1.88E-06,1.88E-06
E11,17,0.409377,1.78E-06,1.88E-06,1.88E-06
E11,18,0.409377,1.78E-06,1.88E-06,1.87E-06
E11,19,0.409377,1.78E-06,1.87E-06,1.86E-06
E11,20,0.409377,1.77E-06,1.87E-06,1.86E-06
E11,21,0.414212,1.07E-06,1.15E-06,1.18E-06
E11,22,0.419047,1.06E-06,1.13E-06,1.16E-06
E11,23,0.419047,1.05E-06,1.13E-06,1.16E-06
E11,24,0.419047,1.05E-06,1.12E-06,1.15E-06
E11,25,0.414212,1.05E-06,1.12E-06,1.15E-06
E11,26,0.419047,1.05E-06,1.12E-06,1.14E-06
E11,27,0.414212,1.05E-06,1.11E-06,1.14E-06
E11,28,0.419047,1.05E-06,1.11E-06,1.14E-06
E11,29,0.419047,1.04E-06,1.11E-06,1.14E-06
E11,30,0.419047,1.04E-06,1.11E-06,1.13E-06
E11,31,0.419047,7.13E-07,7.72E-07,8.01E-07
E11,32,0.428717,6.99E-07,7.56E-07,7.87E-07
E11,33,0.423882,6.96E-07,7.52E-07,7.80E-07
E11,34,0.423882,6.96E-07,7.50E-07,7.77E-07
E11,35,0.423882,6.95E-07,7.47E-07,7.74E-07
E11,36,0.428717,6.94E-07,7.46E-07,7.72E-07
E11,37,0.428717,6.94E-07,7.43E-07,7.70E-07
E11,38,0.428717,6.93E-07,7.42E-07,7.69E-07
E11,39,0.423882,6.93E-07,7.40E-07,7.67E-07
E11,40,0.428717,6.94E-07,7.39E-07,7.64E-07
E11,41,0.390036,3.72E-07,4.74E-07,4.09E-07
E12,1,0.385201,3.43E-06,3.42E-06,2.95E-06
E12,2,0.390036,3.41E-06,3.50E-06,2.82E-06
E12,3,0.390036,3.39E-06,3.50E-06,2.80E-06
E12,4,0.390036,3.38E-06,3.48E-06,2.78E-06
E12,5,0.390036,3.37E-06,3.47E-06,2.76E-06
E12,6,0.394871,3.35E-06,3.46E-06,2.75E-06
E12,7,0.394871,3.35E-06,3.45E-06,2.74E-06
E12,8,0.394871,3.34E-06,3.44E-06,2.72E-06
E12,9,0.399706,3.33E-06,3.44E-06,2.71E-06
E12,10,0.399706,3.32E-06,3.43E-06,2.71E-06
E12,11,0.399706,1.89E-06,1.93E-06,1.53E-06
E12,12,0.404542,1.88E-06,1.92E-06,1.51E-06
E12,13,0.404542,1.87E-06,1.91E-06,1.50E-06
E12,14,0.404542,1.87E-06,1.91E-06,1.49E-06
E12,15,0.404542,1.86E-06,1.90E-06,1.49E-06
E12,16,0.404542,1.86E-06,1.90E-06,1.49E-06
E12,17,0.404542,1.86E-06,1.89E-06,1.48E-06
E12,18,0.404542,1.85E-06,1.89E-06,1.48E-06
E12,19,0.409377,1.85E-06,1.89E-06,1.48E-06
E12,20,0.409377,1.85E-06,1.88E-06,1.47E-06
E12,21,0.409377,1.13E-06,1.17E-06,9.20E-07
E12,22,0.409377,1.12E-06,1.15E-06,8.98E-07
E12,23,0.414212,1.11E-06,1.15E-06,8.93E-07
E12,24,0.409377,1.11E-06,1.14E-06,8.92E-07
E12,25,0.409377,1.11E-06,1.14E-06,8.89E-07
E12,26,0.414212,1.11E-06,1.14E-06,8.89E-07
E12,27,0.414212,1.11E-06,1.14E-06,8.86E-07
E12,28,0.414212,1.10E-06,1.14E-06,8.84E-07
E12,29,0.414212,1.10E-06,1.13E-06,8.83E-07
E12,30,0.414212,1.10E-06,1.13E-06,8.83E-07
E12,31,0.419047,7.60E-07,7.79E-07,6.30E-07
E12,32,0.419047,7.47E-07,7.66E-07,6.11E-07
E12,33,0.414212,7.45E-07,7.69E-07,6.08E-07
E12,34,0.423882,7.42E-07,7.63E-07,6.06E-07
E12,35,0.423882,7.42E-07,7.58E-07,6.06E-07
E12,36,0.419047,7.40E-07,7.55E-07,6.06E-07
E12,37,0.419047,7.39E-07,7.53E-07,6.06E-07
E12,38,0.419047,7.38E-07,7.51E-07,6.05E-07
E12,39,0.419047,7.38E-07,7.50E-07,6.04E-07
E12,40,0.419047,7.38E-07,7.48E-07,6.04E-07
E12,41,0.472234,4.62E-07,3.95E-07,5.67E-07
E2,1,0.35619,3.28E-06,3.08E-06,4.31E-06
E2,2,0.36586,3.27E-06,3.18E-06,3.17E-06
E2,3,0.36586,3.26E-06,3.23E-06,3.18E-06
E2,4,0.370695,3.25E-06,3.24E-06,3.17E-06
E2,5,0.375531,3.25E-06,3.23E-06,3.16E-06
E2,6,0.375531,3.23E-06,3.23E-06,3.15E-06
E2,7,0.380366,3.23E-06,3.22E-06,3.15E-06
E2,8,0.380366,3.22E-06,3.22E-06,3.14E-06
E2,9,0.380366,3.21E-06,3.22E-06,3.13E-06
E2,10,0.385201,3.20E-06,3.21E-06,3.12E-06
E2,11,0.390036,1.83E-06,1.79E-06,1.90E-06
E2,12,0.390036,1.81E-06,1.78E-06,1.88E-06
E2,13,0.390036,1.81E-06,1.77E-06,1.87E-06
E2,14,0.390036,1.80E-06,1.77E-06,1.87E-06
E2,15,0.390036,1.80E-06,1.77E-06,1.86E-06
E2,16,0.394871,1.80E-06,1.76E-06,1.85E-06
E2,17,0.394871,1.79E-06,1.76E-06,1.85E-06
E2,18,0.394871,1.79E-06,1.76E-06,1.84E-06
E2,19,0.394871,1.79E-06,1.76E-06,1.84E-06
E2,20,0.394871,1.78E-06,1.75E-06,1.83E-06
E2,21,0.404542,1.10E-06,1.04E-06,1.19E-06
E2,22,0.404542,1.08E-06,1.03E-06,1.17E-06
E2,23,0.404542,1.08E-06,1.03E-06,1.17E-06
E2,24,0.404542,1.08E-06,1.03E-06,1.16E-06
E2,25,0.404542,1.08E-06,1.02E-06,1.16E-06
E2,26,0.404542,1.07E-06,1.02E-06,1.15E-06
E2,27,0.404542,1.07E-06,1.02E-06,1.15E-06
E2,28,0.404542,1.07E-06,1.02E-06,1.15E-06
E2,29,0.404542,1.07E-06,1.02E-06,1.14E-06
E2,30,0.404542,1.07E-06,1.01E-06,1.14E-06
E2,31,0.414212,7.29E-07,6.80E-07,8.34E-07
E2,32,0.409377,7.20E-07,6.69E-07,8.19E-07
E2,33,0.409377,7.16E-07,6.65E-07,8.15E-07
E2,34,0.414212,7.14E-07,6.64E-07,8.10E-07
E2,35,0.414212,7.13E-07,6.62E-07,8.09E-07
E2,36,0.409377,7.10E-07,6.59E-07,8.05E-07
E2,37,0.414212,7.10E-07,6.59E-07,8.03E-07
E2,38,0.419047,7.08E-07,6.58E-07,8.04E-07
E2,39,0.414212,7.08E-07,6.59E-07,8.00E-07
E2,40,0.414212,7.07E-07,6.57E-07,8.00E-07
E2,41,0.336849,3.70E-07,3.85E-07,5.52E-07
E3,1,0.385201,3.34E-06,4.76E-06,3.47E-06
E3,2,0.390036,3.31E-06,3.27E-06,3.18E-06
E3,3,0.390036,3.30E-06,3.32E-06,3.18E-06
E3,4,0.390036,3.28E-06,3.33E-06,3.17E-06
E3,5,0.394871,3.27E-06,3.33E-06,3.16E-06
E3,6,0.394871,3.27E-06,3.32E-06,3.14E-06
E3,7,0.399706,3.26E-06,3.32E-06,3.13E-06
E3,8,0.399706,3.25E-06,3.32E-06,3.12E-06
E3,9,0.404542,3.25E-06,3.31E-06,3.11E-06
E3,10,0.404542,3.25E-06,3.30E-06,3.10E-06
E3,11,0.404542,1.85E-06,1.84E-06,1.81E-06
E3,12,0.409377,1.83E-06,1.83E-06,1.79E-06
E3,13,0.404542,1.82E-06,1.83E-06,1.78E-06
E3,14,0.409377,1.82E-06,1.82E-06,1.78E-06
E3,15,0.409377,1.82E-06,1.82E-06,1.77E-06
E3,16,0.409377,1.81E-06,1.82E-06,1.77E-06
E3,17,0.409377,1.81E-06,1.81E-06,1.76E-06
E3,18,0.414212,1.81E-06,1.81E-06,1.76E-06
E3,19,0.414212,1.80E-06,1.81E-06,1.76E-06
E3,20,0.409377,1.80E-06,1.81E-06,1.75E-06
E3,21,0.419047,1.10E-06,1.07E-06,1.13E-06
E3,22,0.419047,1.08E-06,1.06E-06,1.11E-06
E3,23,0.419047,1.08E-06,1.05E-06,1.11E-06
E3,24,0.419047,1.07E-06,1.05E-06,1.10E-06
E3,25,0.419047,1.07E-06,1.05E-06,1.10E-06
E3,26,0.419047,1.07E-06,1.05E-06,1.10E-06
E3,27,0.419047,1.07E-06,1.05E-06,1.10E-06
E3,28,0.419047,1.07E-06,1.05E-06,1.09E-06
E3,29,0.419047,1.07E-06,1.05E-06,1.09E-06
E3,30,0.419047,1.06E-06,1.04E-06,1.09E-06
E3,31,0.423882,7.33E-07,6.96E-07,7.91E-07
E3,32,0.423882,7.17E-07,6.82E-07,7.72E-07
E3,33,0.428717,7.14E-07,6.79E-07,7.67E-07
E3,34,0.423882,7.13E-07,6.78E-07,7.64E-07
E3,35,0.428717,7.11E-07,6.75E-07,7.64E-07
E3,36,0.428717,7.10E-07,6.77E-07,7.61E-07
E3,37,0.428717,7.11E-07,6.73E-07,7.61E-07
E3,38,0.428717,7.09E-07,6.72E-07,7.59E-07
E3,39,0.428717,7.08E-07,6.72E-07,7.56E-07
E3,40,0.423882,7.07E-07,6.71E-07,7.56E-07
E3,41,0.35619,3.56E-07,3.83E-07,4.69E-07
E4,1,0.390036,3.25E-06,3.17E-06,3.36E-06
E4,2,0.394871,3.23E-06,3.32E-06,3.17E-06
E4,3,0.399706,3.21E-06,3.35E-06,3.17E-06
E4,4,0.399706,3.20E-06,3.35E-06,3.16E-06
E4,5,0.404542,3.18E-06,3.34E-06,3.14E-06
E4,6,0.404542,3.18E-06,3.34E-06,3.13E-06
E4,7,0.404542,3.17E-06,3.33E-06,3.11E-06
E4,8,0.409377,3.17E-06,3.32E-06,3.10E-06
E4,9,0.409377,3.16E-06,3.32E-06,3.09E-06
E4,10,0.409377,3.15E-06,3.31E-06,3.08E-06
E4,11,0.414212,1.79E-06,1.85E-06,1.79E-06
E4,12,0.414212,1.78E-06,1.84E-06,1.76E-06
E4,13,0.414212,1.77E-06,1.83E-06,1.76E-06
E4,14,0.419047,1.77E-06,1.83E-06,1.75E-06
E4,15,0.414212,1.77E-06,1.83E-06,1.74E-06
E4,16,0.419047,1.76E-06,1.83E-06,1.74E-06
E4,17,0.419047,1.76E-06,1.82E-06,1.74E-06
E4,18,0.419047,1.76E-06,1.82E-06,1.73E-06
E4,19,0.419047,1.76E-06,1.82E-06,1.72E-06
E4,20,0.419047,1.75E-06,1.81E-06,1.72E-06
E4,21,0.423882,1.08E-06,1.07E-06,1.09E-06
E4,22,0.428717,1.06E-06,1.06E-06,1.07E-06
E4,23,0.428717,1.06E-06,1.05E-06,1.06E-06
E4,24,0.423882,1.06E-06,1.05E-06,1.06E-06
E4,25,0.423882,1.06E-06,1.05E-06,1.06E-06
E4,26,0.423882,1.05E-06,1.04E-06,1.05E-06
E4,27,0.423882,1.05E-06,1.04E-06,1.05E-06
E4,28,0.428717,1.05E-06,1.04E-06,1.05E-06
E4,29,0.428717,1.05E-06,1.04E-06,1.05E-06
E4,30,0.428717,1.05E-06,1.04E-06,1.05E-06
E4,31,0.433553,7.24E-07,6.79E-07,7.50E-07
E4,32,0.433553,7.12E-07,6.67E-07,7.33E-07
E4,33,0.438388,7.09E-07,6.62E-07,7.28E-07
E4,34,0.433553,7.06E-07,6.60E-07,7.28E-07
E4,35,0.438388,7.06E-07,6.60E-07,7.25E-07
E4,36,0.438388,7.03E-07,6.59E-07,7.24E-07
