Well,Run,Voltage,Cal 1,Cal2,Cal3
E4,37,0.428717,7.05E-07,6.58E-07,7.22E-07
E4,38,0.433553,7.04E-07,6.56E-07,7.22E-07
E4,39,0.428717,7.03E-07,6.56E-07,7.21E-07
E4,40,0.438388,7.03E-07,6.56E-07,7.20E-07
E4,41,0.307838,3.18E-07,3.66E-07,4.69E-07
E5,1,0.380366,3.25E-06,3.58E-06,3.42E-06
E5,2,0.385201,3.25E-06,3.32E-06,3.16E-06
E5,3,0.390036,3.22E-06,3.34E-06,3.16E-06
E5,4,0.390036,3.21E-06,3.34E-06,3.14E-06
E5,5,0.394871,3.20E-06,3.32E-06,3.12E-06
E5,6,0.399706,3.19E-06,3.32E-06,3.11E-06
E5,7,0.399706,3.18E-06,3.31E-06,3.09E-06
E5,8,0.399706,3.18E-06,3.30E-06,3.09E-06
E5,9,0.404542,3.17E-06,3.30E-06,3.07E-06
E5,10,0.404542,3.16E-06,3.29E-06,3.07E-06
E5,11,0.409377,1.82E-06,1.84E-06,1.76E-06
E5,12,0.404542,1.80E-06,1.82E-06,1.74E-06
E5,13,0.409377,1.79E-06,1.82E-06,1.74E-06
E5,14,0.409377,1.79E-06,1.82E-06,1.73E-06
E5,15,0.414212,1.79E-06,1.81E-06,1.73E-06
E5,16,0.409377,1.78E-06,1.81E-06,1.72E-06
E5,17,0.409377,1.78E-06,1.81E-06,1.72E-06
E5,18,0.409377,1.78E-06,1.80E-06,1.72E-06
E5,19,0.409377,1.78E-06,1.80E-06,1.71E-06
E5,20,0.414212,1.77E-06,1.80E-06,1.71E-06
E5,21,0.419047,1.08E-06,1.10E-06,1.10E-06
E5,22,0.419047,1.07E-06,1.09E-06,1.08E-06
E5,23,0.419047,1.07E-06,1.08E-06,1.08E-06
E5,24,0.419047,1.07E-06,1.08E-06,1.07E-06
E5,25,0.394871,9.87E-06,1.08E-06,1.07E-06
E5,26,0.254652,1.57E-06,1.08E-06,1.07E-06
E5,27,0.419047,1.23E-06,1.07E-06,1.07E-06
E5,28,0.419047,1.20E-06,1.07E-06,1.07E-06
E5,29,0.419047,1.18E-06,1.07E-06,1.07E-06
E5,30,0.423882,1.17E-06,1.07E-06,1.06E-06
E5,31,0.433553,8.35E-07,7.40E-07,7.67E-07
E5,32,0.428717,8.05E-07,7.27E-07,7.49E-07
E5,33,0.428717,7.99E-07,7.24E-07,7.45E-07
E5,34,0.423882,7.94E-07,7.20E-07,7.43E-07
E5,35,0.428717,7.87E-07,7.21E-07,7.43E-07
E5,36,0.428717,7.85E-07,7.18E-07,7.39E-07
E5,37,0.423882,7.81E-07,7.17E-07,7.39E-07
E5,38,0.428717,7.81E-07,7.15E-07,7.38E-07
E5,39,0.428717,7.77E-07,7.15E-07,7.38E-07
E5,40,0.428717,7.74E-07,7.14E-07,7.36E-07
E5,41,0.375531,4.60E-07,3.92E-07,3.97E-07
E6,1,0.370695,3.24E-06,3.86E-06,3.53E-06
E6,2,0.375531,3.28E-06,3.27E-06,3.19E-06
E6,3,0.380366,3.26E-06,3.30E-06,3.20E-06
E6,4,0.380366,3.24E-06,3.30E-06,3.18E-06
E6,5,0.385201,3.23E-06,3.29E-06,3.17E-06
E6,6,0.385201,3.22E-06,3.28E-06,3.15E-06
E6,7,0.390036,3.21E-06,3.28E-06,3.14E-06
E6,8,0.390036,3.20E-06,3.27E-06,3.13E-06
E6,9,0.394871,3.19E-06,3.26E-06,3.12E-06
E6,10,0.394871,3.19E-06,3.26E-06,3.11E-06
E6,11,0.399706,1.81E-06,1.81E-06,1.80E-06
E6,12,0.399706,1.79E-06,1.80E-06,1.78E-06
E6,13,0.399706,1.78E-06,1.80E-06,1.78E-06
E6,14,0.404542,1.78E-06,1.79E-06,1.77E-06
E6,15,0.404542,1.77E-06,1.79E-06,1.77E-06
E6,16,0.404542,1.77E-06,1.79E-06,1.76E-06
E6,17,0.404542,1.77E-06,1.78E-06,1.76E-06
E6,18,0.409377,1.76E-06,1.77E-06,1.75E-06
E6,19,0.404542,1.76E-06,1.77E-06,1.75E-06
E6,20,0.404542,1.76E-06,1.77E-06,1.75E-06
E6,21,0.414212,1.09E-06,1.06E-06,1.10E-06
E6,22,0.409377,1.07E-06,1.05E-06,1.08E-06
E6,23,0.414212,1.07E-06,1.04E-06,1.07E-06
E6,24,0.414212,1.06E-06,1.04E-06,1.07E-06
E6,25,0.414212,1.06E-06,1.04E-06,1.07E-06
E6,26,0.419047,1.06E-06,1.03E-06,1.07E-06
E6,27,0.414212,1.06E-06,1.03E-06,1.06E-06
E6,28,0.414212,1.06E-06,1.03E-06,1.06E-06
E6,29,0.414212,1.06E-06,1.03E-06,1.06E-06
E6,30,0.414212,1.05E-06,1.03E-06,1.06E-06
E6,31,0.419047,7.35E-07,7.03E-07,7.66E-07
E6,32,0.423882,7.20E-07,6.88E-07,7.48E-07
E6,33,0.423882,7.16E-07,6.86E-07,7.42E-07
E6,34,0.423882,7.15E-07,6.83E-07,7.40E-07
E6,35,0.423882,7.13E-07,6.81E-07,7.39E-07
E6,36,0.419047,7.12E-07,6.79E-07,7.36E-07
E6,37,0.419047,7.11E-07,6.78E-07,7.35E-07
E6,38,0.423882,7.11E-07,6.76E-07,7.34E-07
E6,39,0.419047,7.10E-07,6.75E-07,7.36E-07
E6,40,0.419047,7.09E-07,6.74E-07,7.33E-07
E6,41,0.259487,3.36E-07,3.96E-07,4.46E-07
E7,1,0.375531,3.31E-06,3.36E-06,3.47E-06
E7,2,0.380366,3.32E-06,3.30E-06,3.23E-06
E7,3,0.385201,3.30E-06,3.33E-06,3.23E-06
E7,4,0.390036,3.28E-06,3.33E-06,3.21E-06
E7,5,0.390036,3.27E-06,3.32E-06,3.20E-06
E7,6,0.390036,3.26E-06,3.32E-06,3.18E-06
E7,7,0.394871,3.25E-06,3.31E-06,3.17E-06
E7,8,0.394871,3.24E-06,3.30E-06,3.16E-06
E7,9,0.399706,3.24E-06,3.29E-06,3.15E-06
E7,10,0.399706,3.23E-06,3.29E-06,3.14E-06
E7,11,0.404542,1.79E-06,1.83E-06,1.79E-06
E7,12,0.404542,1.77E-06,1.82E-06,1.78E-06
E7,13,0.404542,1.77E-06,1.81E-06,1.77E-06
E7,14,0.404542,1.76E-06,1.81E-06,1.76E-06
E7,15,0.404542,1.76E-06,1.81E-06,1.76E-06
E7,16,0.409377,1.76E-06,1.80E-06,1.75E-06
E7,17,0.404542,1.75E-06,1.80E-06,1.75E-06
E7,18,0.404542,1.75E-06,1.80E-06,1.75E-06
E7,19,0.409377,1.75E-06,1.79E-06,1.74E-06
E7,20,0.409377,1.75E-06,1.79E-06,1.74E-06
E7,21,0.414212,1.09E-06,1.09E-06,1.11E-06
E7,22,0.409377,1.08E-06,1.08E-06,1.09E-06
E7,23,0.409377,1.07E-06,1.08E-06,1.09E-06
E7,24,0.414212,1.07E-06,1.07E-06,1.08E-06
E7,25,0.414212,1.07E-06,1.07E-06,1.08E-06
E7,26,0.414212,1.07E-06,1.07E-06,1.08E-06
E7,27,0.414212,1.07E-06,1.07E-06,1.08E-06
E7,28,0.414212,1.07E-06,1.06E-06,1.08E-06
E7,29,0.419047,1.06E-06,1.06E-06,1.08E-06
E7,30,0.419047,1.06E-06,1.06E-06,1.08E-06
E7,31,0.419047,7.48E-07,7.17E-07,7.66E-07
E7,32,0.419047,7.35E-07,7.05E-07,7.50E-07
E7,33,0.419047,7.31E-07,7.03E-07,7.45E-07
E7,34,0.419047,7.29E-07,6.99E-07,7.43E-07
E7,35,0.419047,7.29E-07,6.99E-07,7.41E-07
E7,36,0.423882,7.28E-07,6.97E-07,7.40E-07
E7,37,0.419047,7.28E-07,6.95E-07,7.39E-07
E7,38,0.419047,7.27E-07,6.95E-07,7.38E-07
E7,39,0.419047,7.28E-07,6.92E-07,7.38E-07
E7,40,0.423882,7.26E-07,6.94E-07,7.37E-07
E7,41,0.361025,3.70E-07,3.62E-07,4.41E-07
E8,1,0.36586,3.35E-06,3.28E-06,3.58E-06
E8,2,0.370695,3.33E-06,3.38E-06,3.17E-06
E8,3,0.375531,3.31E-06,3.39E-06,3.16E-06
E8,4,0.380366,3.29E-06,3.39E-06,3.14E-06
E8,5,0.385201,3.28E-06,3.38E-06,3.13E-06
E8,6,0.385201,3.27E-06,3.37E-06,3.11E-06
E8,7,0.385201,3.26E-06,3.36E-06,3.11E-06
E8,8,0.390036,3.25E-06,3.35E-06,3.10E-06
E8,9,0.390036,3.24E-06,3.34E-06,3.09E-06
E8,10,0.390036,3.24E-06,3.34E-06,3.08E-06
E8,11,0.394871,1.79E-06,1.86E-06,1.79E-06
E8,12,0.394871,1.77E-06,1.84E-06,1.77E-06
E8,13,0.399706,1.77E-06,1.84E-06,1.76E-06
E8,14,0.399706,1.76E-06,1.83E-06,1.75E-06
E8,15,0.399706,1.76E-06,1.83E-06,1.75E-06
E8,16,0.399706,1.76E-06,1.83E-06,1.74E-06
E8,17,0.404542,1.75E-06,1.82E-06,1.74E-06
E8,18,0.404542,1.75E-06,1.82E-06,1.74E-06
E8,19,0.404542,1.75E-06,1.82E-06,1.73E-06
E8,20,0.404542,1.75E-06,1.81E-06,1.73E-06
E8,21,0.404542,1.06E-06,1.10E-06,1.09E-06
E8,22,0.409377,1.04E-06,1.09E-06,1.07E-06
E8,23,0.414212,1.03E-06,1.08E-06,1.07E-06
E8,24,0.409377,1.03E-06,1.08E-06,1.06E-06
E8,25,0.409377,1.03E-06,1.08E-06,1.06E-06
E8,26,0.409377,1.03E-06,1.07E-06,1.06E-06
E8,27,0.414212,1.03E-06,1.08E-06,1.06E-06
E8,28,0.414212,1.03E-06,1.07E-06,1.06E-06
E8,29,0.409377,1.03E-06,1.07E-06,1.05E-06
E8,30,0.409377,1.02E-06,1.07E-06,1.05E-06
E8,31,0.419047,7.07E-07,7.26E-07,7.62E-07
E8,32,0.419047,6.91E-07,7.13E-07,7.45E-07
E8,33,0.419047,6.91E-07,7.10E-07,7.41E-07
E8,34,0.419047,6.87E-07,7.07E-07,7.39E-07
E8,35,0.423882,6.87E-07,7.05E-07,7.37E-07
E8,36,0.419047,6.85E-07,7.04E-07,7.36E-07
E8,37,0.423882,6.84E-07,7.02E-07,7.36E-07
E8,38,0.423882,6.84E-07,7.05E-07,7.34E-07
E8,39,0.414212,6.83E-07,7.05E-07,7.37E-07
E8,40,0.423882,6.84E-07,7.04E-07,7.35E-07
E8,41,0.375531,3.75E-07,3.94E-07,3.64E-07
E9,1,0.399706,3.35E-06,3.21E-06,3.81E-06
E9,2,0.399706,3.31E-06,3.37E-06,3.25E-06
E9,3,0.404542,3.29E-06,3.40E-06,3.24E-06
E9,4,0.404542,3.28E-06,3.39E-06,3.22E-06
E9,5,0.404542,3.27E-06,3.39E-06,3.20E-06
E9,6,0.404542,3.26E-06,3.38E-06,3.18E-06
E9,7,0.409377,3.26E-06,3.37E-06,3.17E-06
E9,8,0.409377,3.25E-06,3.36E-06,3.16E-06
E9,9,0.409377,3.24E-06,3.35E-06,3.15E-06
E9,10,0.409377,3.24E-06,3.35E-06,3.14E-06
E9,11,0.414212,1.83E-06,1.87E-06,1.74E-06
E9,12,0.414212,1.82E-06,1.86E-06,1.72E-06
E9,13,0.414212,1.81E-06,1.85E-06,1.71E-06
E9,14,0.419047,1.81E-06,1.84E-06,1.71E-06
E9,15,0.414212,1.80E-06,1.84E-06,1.70E-06
E9,16,0.414212,1.80E-06,1.84E-06,1.70E-06
E9,17,0.419047,1.80E-06,1.83E-06,1.69E-06
E9,18,0.419047,1.80E-06,1.83E-06,1.69E-06
E9,19,0.419047,1.79E-06,1.83E-06,1.69E-06
E9,20,0.419047,1.79E-06,1.83E-06,1.68E-06
E9,21,0.419047,1.09E-06,1.11E-06,1.03E-06
E9,22,0.423882,1.08E-06,1.09E-06,1.01E-06
E9,23,0.423882,1.08E-06,1.09E-06,1.00E-06
E9,24,0.423882,1.07E-06,1.09E-06,1.00E-06
E9,25,0.423882,1.07E-06,1.08E-06,9.97E-07
E9,26,0.423882,1.07E-06,1.08E-06,9.96E-07
E9,27,0.423882,1.07E-06,1.08E-06,9.93E-07
E9,28,0.423882,1.07E-06,1.08E-06,9.92E-07
E9,29,0.423882,1.07E-06,1.08E-06,9.90E-07
E9,30,0.423882,1.07E-06,1.08E-06,9.89E-07
E9,31,0.433553,7.30E-07,7.38E-07,6.99E-07
E9,32,0.438388,7.14E-07,7.25E-07,6.80E-07
E9,33,0.433553,7.12E-07,7.24E-07,6.75E-07
E9,34,0.433553,7.10E-07,7.20E-07,6.74E-07
E9,35,0.428717,7.10E-07,7.18E-07,6.71E-07
E9,36,0.438388,7.10E-07,7.17E-07,6.70E-07
E9,37,0.433553,7.09E-07,7.16E-07,6.69E-07
E9,38,0.438388,7.08E-07,7.15E-07,6.69E-07
E9,39,0.433553,7.07E-07,7.14E-07,6.68E-07
E9,40,0.433553,7.08E-07,7.14E-07,6.69E-07
E9,41,0.264322,3.08E-07,3.08E-07,3.64E-07
F1,1,0.390036,3.22E-06,95199592,3.75E-06
F1,2,0.394871,3.21E-06,89599608,3.08E-06
F1,3,0.394871,3.18E-06,3.11E-06,3.10E-06
F1,4,0.399706,3.16E-06,3.28E-06,3.10E-06
F1,5,0.404542,3.15E-06,3.31E-06,3.09E-06
F1,6,0.404542,3.14E-06,3.30E-06,3.09E-06
F1,7,0.404542,3.13E-06,3.31E-06,3.08E-06
F1,8,0.409377,3.13E-06,3.30E-06,3.08E-06
F1,9,0.409377,3.12E-06,3.29E-06,3.08E-06
F1,10,0.409377,3.11E-06,3.29E-06,3.07E-06
F1,11,0.414212,1.78E-06,1.80E-06,1.81E-06
F1,12,0.419047,1.76E-06,1.78E-06,1.79E-06
F1,13,0.419047,1.76E-06,1.78E-06,1.78E-06
F1,14,0.419047,1.76E-06,1.78E-06,1.78E-06
F1,15,0.419047,1.75E-06,1.78E-06,1.77E-06
F1,16,0.423882,1.75E-06,1.77E-06,1.77E-06
F1,17,0.423882,1.75E-06,1.77E-06,1.76E-06
F1,18,0.423882,1.74E-06,1.77E-06,1.76E-06
F1,19,0.423882,1.74E-06,1.77E-06,1.75E-06
F1,20,0.423882,1.74E-06,1.76E-06,1.75E-06
F1,21,0.428717,1.06E-06,1.06E-06,1.12E-06
F1,22,0.428717,1.05E-06,1.04E-06,1.10E-06
F1,23,0.423882,1.05E-06,1.04E-06,1.10E-06
F1,24,0.423882,1.04E-06,1.04E-06,1.09E-06
F1,25,0.428717,1.04E-06,1.04E-06,1.09E-06
F1,26,0.428717,1.04E-06,1.03E-06,1.09E-06
F1,27,0.428717,1.04E-06,1.03E-06,1.08E-06
F1,28,0.428717,1.04E-06,1.03E-06,1.08E-06
F1,29,0.423882,1.04E-06,1.03E-06,1.08E-06
F1,30,0.433553,1.04E-06,1.03E-06,1.08E-06
F1,31,0.438388,7.15E-07,6.78E-07,7.67E-07
F1,32,0.433553,7.00E-07,6.68E-07,7.50E-07
F1,33,0.438388,6.97E-07,6.65E-07,7.44E-07
F1,34,0.433553,6.95E-07,6.64E-07,7.40E-07
F1,35,0.438388,6.94E-07,6.63E-07,7.39E-07
F1,36,0.433553,6.94E-07,6.60E-07,7.35E-07
F1,37,0.433553,6.92E-07,6.60E-07,7.33E-07
F1,38,0.438388,6.93E-07,6.58E-07,7.33E-07
F1,39,0.433553,6.92E-07,6.57E-07,7.31E-07
F1,40,0.438388,6.91E-07,6.57E-07,7.29E-07
F1,41,0.438388,4.13E-07,3.34E-07,4.18E-07
F10,1,0.385201,3.32E-06,3.63E-06,3.30E-06
F10,2,0.390036,3.31E-06,3.31E-06,3.17E-06
F10,3,0.394871,3.28E-06,3.43E-06,3.17E-06
F10,4,0.394871,3.27E-06,3.49E-06,3.16E-06
F10,5,0.399706,3.26E-06,3.52E-06,3.16E-06
F10,6,0.399706,3.25E-06,3.53E-06,3.15E-06
F10,7,0.399706,3.25E-06,3.53E-06,3.14E-06
F10,8,0.399706,3.24E-06,3.52E-06,3.13E-06
F10,9,0.404542,3.24E-06,3.52E-06,3.12E-06
F10,10,0.404542,3.23E-06,3.51E-06,3.11E-06
F10,11,0.404542,1.83E-06,2.02E-06,1.83E-06
F10,12,0.404542,1.81E-06,2.00E-06,1.81E-06
F10,13,0.409377,1.81E-06,1.99E-06,1.79E-06
F10,14,0.409377,1.80E-06,1.98E-06,1.79E-06
F10,15,0.409377,1.80E-06,1.98E-06,1.79E-06
F10,16,0.409377,1.80E-06,1.97E-06,1.78E-06
F10,17,0.409377,1.79E-06,1.96E-06,1.78E-06
F10,18,0.414212,1.79E-06,1.96E-06,1.77E-06
F10,19,0.414212,1.79E-06,1.95E-06,1.77E-06
F10,20,0.414212,1.79E-06,1.94E-06,1.76E-06
F10,21,0.414212,1.08E-06,1.18E-06,1.12E-06
F10,22,0.414212,1.06E-06,1.17E-06,1.11E-06
F10,23,0.419047,1.06E-06,1.16E-06,1.10E-06
F10,24,0.419047,1.06E-06,1.15E-06,1.10E-06
F10,25,0.419047,1.06E-06,1.15E-06,1.09E-06
F10,26,0.419047,1.06E-06,1.14E-06,1.09E-06
F10,27,0.419047,1.05E-06,1.14E-06,1.09E-06
F10,28,0.419047,1.05E-06,1.14E-06,1.08E-06
F10,29,0.419047,1.05E-06,1.14E-06,1.08E-06
F10,30,0.419047,1.05E-06,1.13E-06,1.08E-06
F10,31,0.423882,7.16E-07,7.83E-07,7.74E-07
F10,32,0.423882,7.02E-07,7.69E-07,7.57E-07
F10,33,0.428717,6.99E-07,7.66E-07,7.51E-07
F10,34,0.423882,6.99E-07,7.61E-07,7.50E-07
F10,35,0.423882,6.97E-07,7.60E-07,7.46E-07
F10,36,0.428717,6.97E-07,7.57E-07,7.45E-07
F10,37,0.428717,6.96E-07,7.54E-07,7.45E-07
F10,38,0.428717,6.95E-07,7.51E-07,7.43E-07
F10,39,0.428717,6.96E-07,7.49E-07,7.42E-07
F10,40,0.428717,6.94E-07,7.48E-07,7.42E-07
F10,41,0.428717,3.96E-07,3.82E-07,3.78E-07
F11,1,0.409377,3.35E-06,3.42E-06,4.14E-06
F11,2,0.409377,3.32E-06,3.43E-06,3.18E-06
F11,3,0.409377,3.29E-06,3.40E-06,3.16E-06
F11,4,0.409377,3.27E-06,3.38E-06,3.13E-06
F11,5,0.409377,3.26E-06,3.37E-06,3.11E-06
F11,6,0.414212,3.25E-06,3.36E-06,3.09E-06
F11,7,0.414212,3.25E-06,3.35E-06,3.08E-06
F11,8,0.414212,3.24E-06,3.34E-06,3.07E-06
F11,9,0.414212,3.24E-06,3.33E-06,3.05E-06
F11,10,0.414212,3.23E-06,3.32E-06,3.04E-06
F11,11,0.419047,1.84E-06,1.90E-06,1.76E-06
F11,12,0.419047,1.82E-06,1.89E-06,1.74E-06
F11,13,0.419047,1.82E-06,1.88E-06,1.73E-06
F11,14,0.419047,1.81E-06,1.87E-06,1.72E-06
F11,15,0.419047,1.81E-06,1.87E-06,1.72E-06
F11,16,0.419047,1.81E-06,1.87E-06,1.71E-06
F11,17,0.423882,1.80E-06,1.86E-06,1.71E-06
F11,18,0.423882,1.80E-06,1.86E-06,1.71E-06
F11,19,0.423882,1.80E-06,1.86E-06,1.70E-06
F11,20,0.423882,1.80E-06,1.85E-06,1.70E-06
F11,21,0.423882,1.11E-06,1.15E-06,1.07E-06
F11,22,0.423882,1.10E-06,1.13E-06,1.05E-06
F11,23,0.428717,1.09E-06,1.13E-06,1.05E-06
F11,24,0.428717,1.09E-06,1.12E-06,1.04E-06
F11,25,0.428717,1.09E-06,1.12E-06,1.04E-06
F11,26,0.428717,1.09E-06,1.12E-06,1.04E-06
F11,27,0.428717,1.08E-06,1.12E-06,1.04E-06
F11,28,0.433553,1.08E-06,1.11E-06,1.04E-06
F11,29,0.428717,1.08E-06,1.12E-06,1.03E-06
F11,30,0.433553,1.08E-06,1.11E-06,1.03E-06
F11,31,0.433553,7.58E-07,7.79E-07,7.33E-07
F11,32,0.438388,7.42E-07,7.65E-07,7.16E-07
F11,33,0.438388,7.41E-07,7.59E-07,7.10E-07
F11,34,0.438388,7.39E-07,7.58E-07,7.09E-07
F11,35,0.438388,7.38E-07,7.55E-07,7.07E-07
F11,36,0.433553,7.36E-07,7.54E-07,7.06E-07
F11,37,0.433553,7.37E-07,7.53E-07,7.05E-07
F11,38,0.443223,7.37E-07,7.51E-07,7.04E-07
F11,39,0.438388,7.37E-07,7.51E-07,7.04E-07
F11,40,0.443223,7.36E-07,7.48E-07,7.02E-07
F11,41,0.351355,3.73E-07,4.52E-07,4.13E-07
F12,1,0.390036,3.46E-06,3.50E-06,4.54E-06
F12,2,0.394871,3.44E-06,3.60E-06,2.87E-06
F12,3,0.394871,3.42E-06,3.59E-06,2.86E-06
F12,4,0.394871,3.41E-06,3.56E-06,2.86E-06
F12,5,0.399706,3.40E-06,3.56E-06,2.86E-06
F12,6,0.399706,3.39E-06,3.54E-06,2.86E-06
F12,7,0.399706,3.38E-06,3.53E-06,2.87E-06
F12,8,0.404542,3.38E-06,3.52E-06,2.86E-06
F12,9,0.399706,3.37E-06,3.52E-06,2.86E-06
F12,10,0.404542,3.37E-06,3.51E-06,2.85E-06
F12,11,0.404542,1.88E-06,1.98E-06,1.75E-06
F12,12,0.409377,1.87E-06,1.96E-06,1.73E-06
F12,13,0.409377,1.87E-06,1.95E-06,1.72E-06
F12,14,0.404542,1.86E-06,1.95E-06,1.71E-06
F12,15,0.409377,1.86E-06,1.94E-06,1.71E-06
F12,16,0.409377,1.86E-06,1.94E-06,1.70E-06
F12,17,0.409377,1.85E-06,1.94E-06,1.70E-06
F12,18,0.409377,1.85E-06,1.93E-06,1.69E-06
F12,19,0.409377,1.85E-06,1.93E-06,1.69E-06
F12,20,0.409377,1.85E-06,1.93E-06,1.68E-06
F12,21,0.409377,1.13E-06,1.19E-06,1.11E-06
F12,22,0.414212,1.12E-06,1.18E-06,1.09E-06
F12,23,0.414212,1.11E-06,1.17E-06,1.09E-06
F12,24,0.414212,1.11E-06,1.16E-06,1.08E-06
F12,25,0.414212,1.11E-06,1.16E-06,1.08E-06
F12,26,0.414212,1.11E-06,1.16E-06,1.08E-06
F12,27,0.414212,1.11E-06,1.16E-06,1.07E-06
F12,28,0.414212,1.11E-06,1.16E-06,1.07E-06
F12,29,0.419047,1.10E-06,1.15E-06,1.07E-06
F12,30,0.414212,1.10E-06,1.15E-06,1.06E-06
F12,31,0.419047,7.64E-07,7.92E-07,8.02E-07
F12,32,0.423882,7.50E-07,7.79E-07,7.84E-07
F12,33,0.423882,7.47E-07,7.73E-07,7.81E-07
F12,34,0.419047,7.44E-07,7.71E-07,7.77E-07
F12,35,0.419047,7.43E-07,7.69E-07,7.73E-07
F12,36,0.423882,7.43E-07,7.67E-07,7.73E-07
F12,37,0.423882,7.41E-07,7.65E-07,7.72E-07
F12,38,0.423882,7.42E-07,7.64E-07,7.69E-07
F12,39,0.419047,7.41E-07,7.62E-07,7.68E-07
F12,40,0.423882,7.39E-07,7.61E-07,7.66E-07
F12,41,0.351355,3.73E-07,4.59E-07,6.16E-07
F2,1,0.370695,3.24E-06,5.49E-06,4.03E-06
F2,2,0.375531,3.23E-06,3.23E-06,3.17E-06
F2,3,0.380366,3.21E-06,3.34E-06,3.18E-06
F2,4,0.385201,3.20E-06,3.36E-06,3.18E-06
F2,5,0.385201,3.18E-06,3.36E-06,3.18E-06
F2,6,0.390036,3.17E-06,3.36E-06,3.18E-06
F2,7,0.390036,3.17E-06,3.35E-06,3.18E-06
F2,8,0.390036,3.15E-06,3.34E-06,3.17E-06
F2,9,0.394871,3.15E-06,3.34E-06,3.16E-06
F2,10,0.394871,3.14E-06,3.33E-06,3.16E-06
F2,11,0.399706,1.80E-06,1.86E-06,1.84E-06
F2,12,0.399706,1.78E-06,1.85E-06,1.82E-06
F2,13,0.404542,1.78E-06,1.84E-06,1.81E-06
F2,14,0.404542,1.77E-06,1.84E-06,1.81E-06
F2,15,0.404542,1.77E-06,1.83E-06,1.80E-06
F2,16,0.409377,1.76E-06,1.83E-06,1.79E-06
F2,17,0.404542,1.76E-06,1.83E-06,1.79E-06
F2,18,0.409377,1.76E-06,1.83E-06,1.78E-06
F2,19,0.409377,1.76E-06,1.82E-06,1.78E-06
F2,20,0.409377,1.75E-06,1.82E-06,1.77E-06
F2,21,0.414212,1.08E-06,1.10E-06,1.15E-06
F2,22,0.414212,1.06E-06,1.10E-06,1.13E-06
F2,23,0.409377,1.06E-06,1.09E-06,1.12E-06
F2,24,0.414212,1.06E-06,1.09E-06,1.12E-06
F2,25,0.414212,1.05E-06,1.08E-06,1.12E-06
F2,26,0.414212,1.05E-06,1.08E-06,1.11E-06
F2,27,0.419047,1.05E-06,1.08E-06,1.11E-06
F2,28,0.419047,1.05E-06,1.08E-06,1.11E-06
F2,29,0.419047,1.05E-06,1.08E-06,1.10E-06
F2,30,0.419047,1.05E-06,1.07E-06,1.10E-06
F2,31,0.423882,7.27E-07,7.30E-07,7.98E-07
F2,32,0.423882,7.12E-07,7.16E-07,7.78E-07
F2,33,0.428717,7.09E-07,7.13E-07,7.73E-07
F2,34,0.423882,7.07E-07,7.11E-07,7.71E-07
F2,35,0.423882,7.06E-07,7.09E-07,7.72E-07
F2,36,0.423882,7.05E-07,7.08E-07,7.71E-07
F2,37,0.423882,7.04E-07,7.07E-07,7.68E-07
F2,38,0.423882,7.04E-07,7.06E-07,7.67E-07
F2,39,0.428717,7.03E-07,7.04E-07,7.67E-07
F2,40,0.433553,7.02E-07,7.03E-07,7.65E-07
F2,41,0.390036,3.92E-07,4.32E-07,4.82E-07
F3,1,0.375531,3.33E-06,4.59E-06,3.36E-06
F3,2,0.380366,3.31E-06,3.26E-06,3.16E-06
F3,3,0.385201,3.30E-06,3.33E-06,3.18E-06
F3,4,0.385201,3.28E-06,3.34E-06,3.19E-06
F3,5,0.390036,3.27E-06,3.33E-06,3.20E-06
F3,6,0.390036,3.26E-06,3.33E-06,3.19E-06
F3,7,0.394871,3.25E-06,3.32E-06,3.19E-06
F3,8,0.394871,3.24E-06,3.31E-06,3.19E-06
F3,9,0.394871,3.24E-06,3.30E-06,3.19E-06
F3,10,0.399706,3.23E-06,3.30E-06,3.18E-06
F3,11,0.399706,1.85E-06,1.86E-06,1.88E-06
F3,12,0.404542,1.84E-06,1.85E-06,1.86E-06
F3,13,0.404542,1.83E-06,1.84E-06,1.85E-06
F3,14,0.404542,1.83E-06,1.83E-06,1.84E-06
F3,15,0.409377,1.83E-06,1.83E-06,1.84E-06
F3,16,0.409377,1.82E-06,1.83E-06,1.83E-06
F3,17,0.409377,1.82E-06,1.82E-06,1.83E-06
F3,18,0.409377,1.82E-06,1.82E-06,1.82E-06
F3,19,0.409377,1.81E-06,1.81E-06,1.82E-06
F3,20,0.409377,1.81E-06,1.81E-06,1.82E-06
F3,21,0.419047,1.12E-06,1.09E-06,1.19E-06
F3,22,0.414212,1.10E-06,1.08E-06,1.17E-06
F3,23,0.419047,1.10E-06,1.08E-06,1.17E-06
F3,24,0.419047,1.10E-06,1.07E-06,1.16E-06
F3,25,0.419047,1.10E-06,1.07E-06,1.16E-06
F3,26,0.419047,1.09E-06,1.07E-06,1.16E-06
F3,27,0.419047,1.09E-06,1.07E-06,1.15E-06
F3,28,0.414212,1.09E-06,1.06E-06,1.15E-06
F3,29,0.419047,1.09E-06,1.06E-06,1.15E-06
F3,30,0.414212,1.09E-06,1.06E-06,1.14E-06
F3,31,0.423882,7.56E-07,7.17E-07,8.30E-07
F3,32,0.419047,7.39E-07,7.05E-07,8.16E-07
F3,33,0.423882,7.37E-07,7.01E-07,8.12E-07
F3,34,0.428717,7.35E-07,7.00E-07,8.10E-07
F3,35,0.423882,7.33E-07,6.97E-07,8.06E-07
